file_path,label,text,clean_text,predicted_label
D:\OCR\docs-sm\email\2078460440.jpg,email,"From: Lilly, A. Cif

Sent: Tuesday, February 29, 2000 2:47 PM

To: Nyffeler, Urs.

JSubject: RE: Thermal Imager described in US patent 6,013,915 / Request for information

Mike, lagree wih Urs, Cit

Original Messsge—

2078460440",lilly cif sent tuesday february pm nyffeler urs jsubject thermal imager described us patent request information mike lagree wih urs cit original messsge,email
D:\OCR\docs-sm\email\2078563452_3453.jpg,email,"From: Cooper, David

Sent: Tuesday, September 21, 1999 11:18 AM

To: Beverly McKittrick: Brendan McCormick: David Cooper; Deane Gross; Ellen Merlo:
Eric Ostern; Frank Geovannello; Jack Lenzi; Jim Maggio; John Hoel; John Scruggs:
Josh Siavilt; Liz Culley; Malt Winokur; Michael Pfeil; Robert Reese; Rochelle
Goldman; Thomas Ryan; Janice McDaniel; Mark Berlind; Peter Lipowicz; Edward
‘Sanders; Loreen McAlpin; Manuel Bourias; Roger Walk; Mary Carnovale; Tom
Collamore

ce: ""Gary Auxier Ira Matathia’; Jane Brite’ ‘Marian Salzman’; Christine Mohrmann; Dan
Turner; David Nicol; David Syivia; James Lindhelm; Jean Wang; John Dunham: John
Maheras; Michae! Stojsavjevicn; Peter Harris; Thomas Boreli; Valerie Kilhenny:
Wayne Winegarden

[Subject: | Motners Have Greatest Impact on ETS Exposure to Kids

Importan

High

New ETS Study in Archives in Environmental Health
Finds Mother's Smoking Habits Have Greatest
Impact on Exposure to Children

Study Examined Household Smoking Habits and Socioeconomic
Variables Among School Children In Cape Town, South Africa

Maternal smoking ranked highest as the leading cause of ETS exposure
in a study of 662 school children ages 6 - 11 years old who live in Cape
Town, South Africa, and attend one of 15 different schools. Overall,

cighty percent of the children were exposed to ETS

This study was part of a larger study on household risk factors for
childhood asthma. As such, students selected for the ETS portion of this
study first completed questionnaires about household smoking
incidence.

Of those, 368 students had diagnosis of asthma or multiple asthma
symptoms and 294 were randomly selected. ETS exposure was then
determined via measurement of cotinine levels in urine specimens.

Father's smoking ranked second as the reason for RT'S expos
Socioeconomic indicators (household crowding, level of education,
income) ranked third, Community contribution (prevelance of smoking
by household in each school} ranked fourth.

re.

‘Study was conducted by Cape Town University’s Dept. of Science and
Immunology and Dept. of Community Health and the Center for
Epidemiological Research of South Africa

Copies of the study

lable on request.

2078563452",cooper david sent tuesday september beverly mckittrick brendan mccormick david cooper deane gross ellen merlo eric ostern frank geovannello jack lenzi jim maggio john hoel john scruggs josh siavilt liz culley malt winokur michael pfeil robert reese rochelle goldman thomas ryan janice mcdaniel mark berlind peter lipowicz edward sanders loreen mcalpin manuel bourias roger walk mary carnovale tom collamore ce gary auxier ira matathia jane brite marian salzman christine mohrmann dan turner david nicol david syivia james lindhelm jean wang john dunham john maheras michae stojsavjevicn peter harris thomas boreli valerie kilhenny wayne winegarden subject motners greatest impact ets exposure kids importan high new ets study archives environmental health finds mother smoking habits greatest impact exposure children study examined household smoking habits socioeconomic variables among school children cape town south africa maternal smoking ranked highest leading cause ets exposure study school children ages years old live cape town south africa attend one different schools overall cighty percent children exposed ets study part larger study household risk factors childhood asthma students selected ets portion study first completed questionnaires household smoking incidence students diagnosis asthma multiple asthma symptoms randomly selected ets exposure determined via measurement cotinine levels urine specimens father smoking ranked second reason rt expos socioeconomic indicators household crowding level education income ranked third community contribution prevelance smoking household school ranked fourth study conducted cape town university dept science immunology dept community health center epidemiological research south africa copies study lable request,email
D:\OCR\docs-sm\email\2078584100.jpg,email,"From: Solana, Rick P.

[Sent: Friday, November 19, 1999 6:10 AM
To: 4-14-00Walk, Roger
Ice: Elves, Robert G.: Lipowicz, Peter J

JSubject: FW: ETS PEL Project Proposals. Meeting Outcomes.
Roger,

we must talk about this when you return. these proposed outputs must be reviewed before
submission to cusromers to insure consistency and quality.

Original Message

2078584100",solana rick p sent friday november walk roger ice elves robert g lipowicz peter j jsubject fw ets pel project proposals meeting outcomes roger must talk return proposed outputs must reviewed submission cusromers insure consistency quality original message,email
D:\OCR\docs-sm\email\2078611247.jpg,email,"From: Newman, Ken A.

‘Sone Monday ay 03, 1998 12:24 PM
Tor Slee Norma,

oe: ‘Mobrem, Massoud: Spr, Jone Chema, Mare R: Nye, Urs
Subject: LAM Comparisons

Norma,

As | told you this AM, the current L&M delivery comparisons are as follows:

* US Sourced Puerto Rico L&M KS - 13 mg Tar (Current Design,
Production date TBD)

+ US Produced USA Domestic L&M KS - 15 mg (Current Design ,
Production scheduled for 5/12)

‘* Both use same materials of construction and blend/flavor systems.

| have reviewed this comparison with Marc Chemia (Director, inti Design
Function) and Urs Nyffeler.

With the Puerto Rico desian, we are matching a current Guatemala design @
13 mg amd want the newly sourced product to be sensorially transparent.

For the USA Domestic desian, we are flexible and can use a 13 mg KS
design, since:

‘+ from the NPC our only marching order was ""Keep it Simple""

‘+ Liggett KS product measures about 12.5-13.5mg Tar

‘+ we could consolidate the two designs to one - Operations efficiencies

‘Our Design Team is assessing the logistics of putting the new Domestic
design change into play

Ifall OK, should we proceed with the 13 mg design - or do you still want the
spreadsheet of current designs (for Legal Review) as we discussed?

Thanks,

Ken Newman
+ COMMERCIAL DESIGN DEPARTMENT *****
ea, 2724636
505-5656 (on
Ban (Fa)

2078611247",newman ken sone monday ay pm tor slee norma oe mobrem massoud spr jone chema mare r nye urs subject lam comparisons norma told current l delivery comparisons follows us sourced puerto rico l ks mg tar current design production date tbd us produced usa domestic l ks mg current design production scheduled use materials construction blend flavor systems reviewed comparison marc chemia director inti design function urs nyffeler puerto rico desian matching current guatemala design mg amd want newly sourced product sensorially transparent usa domestic desian flexible use mg ks design since npc marching order keep simple liggett ks product measures mg tar could consolidate two designs one operations efficiencies design team assessing logistics putting new domestic design change play ifall ok proceed mg design still want spreadsheet current designs legal review discussed thanks ken newman commercial design department ea ban fa,email
D:\OCR\docs-sm\email\2078712079.jpg,email,"~ 2078712079

From: joni vasos {ivasos@gmrmarksting.com]

Sent: ‘Tuesday, January 04, 2000 9:52 AM

To: Kathleen Momahon (E-mail)

Ce: Darryl Tatum (E-mail); Maria Medina (E-mail); Kim Sass (E-mail); Sarah Hays (E-mail)
Subject: Confirmed Winner Names

HiAll,

For some reason this message didn't go through yesterday, so am trying it again.
Joni",joni vasos ivasos gmrmarksting com sent tuesday january kathleen momahon e mail ce darryl tatum e mail maria medina e mail kim sass e mail sarah hays e mail subject confirmed winner names hiall reason message go yesterday trying joni,email
D:\OCR\docs-sm\email\2078718785b.jpg,email,"ers

‘Cohen, Denise A.

‘Thursday, May 05, 19996:47 PM

Dougherty, Kely Ni Katz, Reuben 7; Shit, Tod J Regate, Genie; Sanders, Kenys; Vignal, Chis. Chacko, Bobby J; Tomasoo, Eva Lz
“Tucker, Vaneesa;tlgan, Kahler, Buonaveture, Mar; WutBo, Jo, Reine, Nick J Sait, Dee L; Coy, Brian R Chu, dy, Usbon,
Danie; Smith, Uncent A; Hawlone, ohn; Wht, Mors F; Mies, Beb; Egan, Pay A. Kopec, John A.

ce: Baptista, Mitte D.

Subject: Carbiiige Repostionng- Core Team

8L0T

dSsZs le

''d like to invite each of you - or one of your representatives - to join mo in a series of moetings to revitalize the Cambridge
brand and effectively reposition it. | have already been working with many of you towards this goal, but itis now time to
formalize these efforts.

To that end, 'd lke to start bi-weekly meetings for Tuesdays, from 11-12 in 8at/a2, to create, develop and implement al the
‘elements to successfully relaunch Cambridge. | chose this time because it comes right affer the Discount promotion weekly
‘meeting which many of you already attend, Please let me know if this time will not work for you. For those of you in
Richmond, we can conference call you in, So please let me know Ifthe time works for you as well.

‘During this first meeting, "" explain the purpose of this repositioning and bring you up to speed on some of the wonderful
work that has already been done. Together, we will create a plan to pull this off and create some excitement about
Cambridge.

ook forward to seeing you all on Tuesday.

Thanks, Denise @ 3-3415",ers cohen denise thursday may pm dougherty kely ni katz reuben shit tod j regate genie sanders kenys vignal chis chacko bobby j tomasoo eva lz tucker vaneesa tlgan kahler buonaveture mar wutbo jo reine nick j sait dee l coy brian r chu dy usbon danie smith uncent hawlone ohn wht mors f mies beb egan pay kopec john ce baptista mitte subject carbiiige repostionng core team lt dsszs le like invite one representatives join mo series moetings revitalize cambridge brand effectively reposition already working many towards goal itis time formalize efforts end lke start bi weekly meetings tuesdays create develop implement al elements successfully relaunch cambridge chose time comes right affer discount promotion weekly meeting many already attend please let know time work richmond conference call please let know ifthe time works well first meeting explain purpose repositioning bring speed wonderful work already done together create plan pull create excitement cambridge ook forward seeing tuesday thanks denise,email
D:\OCR\docs-sm\email\2078738415.jpg,email,"Calla, Fernando.

Monday, June 19, 2000 4:37 Pi

Celentano, Clodoaldo; Padron, Gustavo; Rincon, Daniel
Whidden, Roger, Winokur, Matt

ANS

Importance: High

Hore is the letter to be sent fo ANVS, marked fo show Clodoaldo's comments. Could you please make sure to insert the
proper accents since | don't have Portuguese accents in my computer. | deleted the last phrase of item 4 because you

atcady have the portuguese translation ofthe studies. Thankyou al vey much and please callus you have questions,
egards,

fernando

@

comepoenanse",calla fernando monday june pi celentano clodoaldo padron gustavo rincon daniel whidden roger winokur matt ans importance high hore letter sent fo anvs marked fo show clodoaldo comments could please make sure insert proper accents since portuguese accents computer deleted last phrase item atcady portuguese translation ofthe studies thankyou al vey much please callus questions egards fernando comepoenanse,email
D:\OCR\docs-sm\email\2078738426.jpg,email,"2078738426

Winokur, Matt

Wednesday, June 16, 1999 7:20 AM
Berlind, Mark

ce: Friedman, Mark

Subject: FW: Comments on WRA / JT agenda

Mark has aptly characterized these comments of mine that belong in an “outside the department communication’ from
those intemal to the depariment. The latter could go into your cover to Denise andlor remain as issues to be cognizant of

for the actual meeting. Indeed, my parenthetical observations were just that and were offered more as points of concern
than for further dissemination,",winokur matt wednesday june berlind mark ce friedman mark subject fw comments wra jt agenda mark aptly characterized comments mine belong outside department communication intemal depariment latter could go cover denise andlor remain issues cognizant actual meeting indeed parenthetical observations offered points concern dissemination,email
D:\OCR\docs-sm\email\2078776378.jpg,email,"Fron: Byerley, Sanette on Wed, Fob 26, 1997 17:02 Pw
Subject: RE: West Virginia Mant Assn
To: Laurianti, Linda

Funny you should ask. T just checked AP again this morning. I didn't see ic
either. I was out Monday and yesterday and am trying to catch up. My in box
was caught up as of Friday, but I'll look through everything again and let you
know.",fron byerley sanette wed fob pw subject west virginia mant assn laurianti linda funny ask checked ap morning see ic either monday yesterday trying catch box caught friday look everything let know,email
D:\OCR\docs-sm\email\2078778038.jpg,email,"""2078778038

From: Nicoli, David

Sent: Thursday, December 11, 1997 2:39 AM

To: Soully, Timothy; Parrish, Steve; Merlo, Bllen; Lindheim, Jim(L);
Liebengood, Howard; Lenzi, Jack; Laufer, David; Hoel, John; Slavitt, Josh;
‘Woodward, Ellis; Goldman, Rochelle

Subject: RE: CFTFK Radio Ad Placement

Rochelle, pls provide ASAP Senators/Members that line up w/geography
described below. Thanks.",nicoli david sent thursday december soully timothy parrish steve merlo bllen lindheim jim l liebengood howard lenzi jack laufer david hoel john slavitt josh woodward ellis goldman rochelle subject cftfk radio ad placement rochelle pls provide asap senators members line w geography described thanks,email
D:\OCR\docs-sm\email\2078791283.jpg,email,"2078791283

Curi, ALT.
Friday, September 25, 1998 9:32 AM
Daragan, Karen

RE: PM21 Phase | Follow-up Meeting

Correct, | notified Sabrina you would be out with the YSP Group on those
dates.

A",curi alt friday september daragan karen pm phase follow meeting correct notified sabrina would ysp group dates,email
D:\OCR\docs-sm\email\2078802274.jpg,email,"2078802274

ieVan, Suzanne

: Toesday, October 03, 2000 8:55 AM
Galan, Nancy

Subject: FW: Suzanne Cut of office",ievan suzanne toesday october galan nancy subject fw suzanne cut office,email
D:\OCR\docs-sm\email\2078829415.jpg,email,"2078829415

‘Subj: Re: Anti-Smoking, Discrimination in disguise?

Date: 98-0402 15:03:15 EST

From: _tobacco-forum@smokescreen.org (John Ferguson of tobacco-forum)
Reply-to: tobacco-forum@smokescreen.org (tobacco-forum List)

To: JGB83@a0l.com

Every so often people concemed about tobacco and health need a reminder that the USA is a multicultural
society. Several years ago I heard Larry Murilo discuss avoiding offending aboriginal people by talking
about being ""against tobacco.” If you've never visited the website of Traditional Native American Tobacco
‘Seed Bank and Education Program (TNAT) atthe University of New Mexico (UNM) ~

wwrw.teaty7.or/friends/tnattat htm ~ please do so or visit any number of other sites involving
1NA, Health & Tobacco Use. “Al tobacco is an extremely powerful, sacred and dangerous substance. When
used properly and with respect, in small amounts in traditional American Indian ceremonies, tobacco is a
positive source of power. When misused, especially in the form of cigarettes, suff, cigars and other
‘commercial products, tobacco isa deadly killer.”

“The incensed correspondent may not agree with the above statement, but is it imperialistic for some of us
to ty to erdicate someone else's heritage [incinding tobacco farmers)? Atleast in VA some ofthe public
health community have red to communicate with growers regarding finding a solution that incorporates
ruliple partes.

anyone wants to flame me for saying this (as was done earlier regarding my own tobacco use), I would
appreciate you sending the e-mail to me directly at ferguson@inav net. Thank you.",subj anti smoking discrimination disguise date est _tobacco forum smokescreen org john ferguson tobacco forum reply tobacco forum smokescreen org tobacco forum list jgb al com every often people concemed tobacco health need reminder usa multicultural society several years ago heard larry murilo discuss avoiding offending aboriginal people talking tobacco never visited website traditional native american tobacco seed bank education program tnat atthe university new mexico unm wwrw teaty friends tnattat htm please visit number sites involving na health tobacco use al tobacco extremely powerful sacred dangerous substance used properly respect small amounts traditional american indian ceremonies tobacco positive source power misused especially form cigarettes suff cigars commercial products tobacco isa deadly killer incensed correspondent may agree statement imperialistic us ty erdicate someone else heritage incinding tobacco farmers atleast va ofthe public health community red communicate growers regarding finding solution incorporates ruliple partes anyone wants flame saying done earlier regarding tobacco use would appreciate sending e mail directly ferguson inav net thank,email
D:\OCR\docs-sm\email\2078868211.jpg,email,"2078868211

: Parrish, Steve
Thursday, Novenber 02, 2000 8:39 AM

8, Peter L. (PL); Nicoli, David; Pfeil, Michael E.
RE: ALF Weekly Report 10/23 ~ 10/29

Nicoli,
FGs stands for Focus Groups.",parrish steve thursday novenber peter l pl nicoli david pfeil michael e alf weekly report nicoli fgs stands focus groups,email
D:\OCR\docs-sm\email\2078870222.jpg,email,"2078870222

Poole, Jay
Tuesday, August 29, 2000 9:04 AN

Berlind, Mark; Greenberg, David; Hurwitz, Even; Pfeil, Michael E.

Parrish, Steve

Subject: Communications Plan

I think thie captures most of it. Please take a look and let me know what you
think. There obviously needs to be some thought given to longer term
plans/strategies.

Some of the questions I've identified may already be answered and I missed them;
stuff to resolve at the conference call/meeting this morning.

After we've thrashed this around a little, I suggest we send to meeting
participants prior to the meeting.

‘Thoughts?",poole jay tuesday august berlind mark greenberg david hurwitz even pfeil michael e parrish steve subject communications plan think thie captures please take look let know think obviously needs thought given longer term plans strategies questions identified may already answered missed stuff resolve conference call meeting morning thrashed around little suggest send meeting participants prior meeting thoughts,email
D:\OCR\docs-sm\email\2078873173.jpg,email,"2078873173

Original Message:
From: Wilson, Gregory B. (PMUSA)
Sent: Thursday, October 05, 2000 6:50 eM

To: Pfeil, Michael E.; McCormick, Brendan J.
Subject: RE: Ex-Conus

Do you want to set aside some time to discuss on Friday or early next week?",original message wilson gregory b pmusa sent thursday october em pfeil michael e mccormick brendan j subject ex conus want set aside time discuss friday early next week,email
D:\OCR\docs-sm\email\2078874498.jpg,email,"2078874498

From: Pfeil, Michael E.

Sent: Wednesday, September 06, 2000 6:09 aM
To: Gannon, Sean L.; Ferry, Denise M.; Daragan, Karen M.
Subject: RE: Philip Morris U.S.A. - Our Responsibility - Youth Snoking

Prevention

What an improvement,",pfeil michael e sent wednesday september gannon sean l ferry denise daragan karen subject philip morris u responsibility youth snoking prevention improvement,email
D:\OCR\docs-sm\email\2078875030.jpg,email,"2078875030

original Message-
From: Bilowus, Katherine A
Sent: Tuesday, August 29, 2000 5:42 PM.

To: Billy Abshaw; Brendan McCormick; Denise Ferry; Gayathri Chandran; Jessica
Wadkins; Katherine Bilowus; Mark Whatford; Mary Carnovale; Michael Pfeil;
Monique Tapie; Robert Riggle; Stephanie D'Angelo; Thomas Ryan; Vanessa McFadden
ce: Ellen Grant; Ellen Merlo; Paula Desel

Subject: WKxW 101.5 Radio in Trenton, New Jersey

John Webber
wow

101.5 Radio
Trenton, New Jersey
1-800-388-6397

He is doing a news story on the recent overtuzning/striking down of a smoking
ban in Princeton, New Jersey. It will be a short taped interview to be aired
every half hour tonight and maybe tomorrow morning.

In a nut shell, he would like our thoughts/a corment from PM about the judge
striking down the smoking ban.",original message bilowus katherine sent tuesday august pm billy abshaw brendan mccormick denise ferry gayathri chandran jessica wadkins katherine bilowus mark whatford mary carnovale michael pfeil monique tapie robert riggle stephanie angelo thomas ryan vanessa mcfadden ce ellen grant ellen merlo paula desel subject wkxw radio trenton new jersey john webber wow radio trenton new jersey news story recent overtuzning striking smoking ban princeton new jersey short taped interview aired every half hour tonight maybe tomorrow morning nut shell would like thoughts corment pm judge striking smoking ban,email
D:\OCR\docs-sm\email\2078876592.jpg,email,"2078876592

Original Message~
From: Chandran, Gayathri
Sent: Thursday, May 25, 2000 4:04 eM
To: Tovar, David; Agee, Charlie; Berry, Kevin H.; Carnovale, Mary E.; Ceabill,
Jean B.; Darden, Bennie C.; Farlow, Kimberlie J.; Hanson, Terfy D.; Hulsey,
Robin; McCormick, Brendan J.; Merlo, Ellen; Nelson, Melodee L.; Otto, Katherine;
Pfeil, Michael £.; Ryan, Thomas M; Snyder, Holly F; Tapie, Monique N.; Wadking,
Jessica D.; Waters, Kathy; Wells, Patty A.; Whatford, Mark; Chandran, Gayathri
5 Anziska, Evan; Carraro, Tara; Guzzinati, Laurie; Han, Vier Larkina,
Lafeisha; Lindheim, James; Macauley, Jack; Mandola, Susan; Micenko, Ellen;
Moore, Mary Ellen; Puotila, Johan; Purcell, Clare; Roberts, Peggy; Sorrelis,
John; York, Mike
Subject: | RE: The Village Voice

Chiou (pronounced Chisan) is staff writer at the Village Voice. However the
article she's writing is for ""A"" magazine, which is the largest selling magazine
catering to the Asian American population (ages 25-35)

She is interested in the VS Find Your Voice Campaign since it features women of
colour. She wants to know

1) what the intended message is

2) Which agency came up with the concept and why

3) A general discussion on the campaign

Deadline: Tuesday morning or early afternoon.",original message chandran gayathri sent thursday may em tovar david agee charlie berry kevin h carnovale mary e ceabill jean b darden bennie c farlow kimberlie j hanson terfy hulsey robin mccormick brendan j merlo ellen nelson melodee l otto katherine pfeil michael ryan thomas snyder holly f tapie monique n wadking jessica waters kathy wells patty whatford mark chandran gayathri anziska evan carraro tara guzzinati laurie han vier larkina lafeisha lindheim james macauley jack mandola susan micenko ellen moore mary ellen puotila johan purcell clare roberts peggy sorrelis john york mike subject village voice chiou pronounced chisan staff writer village voice however article writing magazine largest selling magazine catering asian american population ages interested vs find voice campaign since features women colour wants know intended message agency came concept general discussion campaign deadline tuesday morning early afternoon,email
D:\OCR\docs-sm\email\2080199276a_9277.jpg,email,"> > ——-Original Message—-

>> From: Chris Rowen@cyrk.com [SMTP.Chris. Rowen@cyrk.com)
SS EST iSucube sooosea earkeent
>>To: — Ritter, Mitchel, Anthony. Rossi@eyrk.com

>>Co: Charles Novotny@cyrk.com

>> Subject. FW. ASHTRAY FILTER

2 Thanks for kegping me updated. understand thatthe unresolved issues
> > regarding the filter are surrounding the carbon content. | agree that
3 > these should not have an impact onthe toling. My conoem invoves

4
23 performance of the final product, Since we have no way of gauging the
> alr
2 > flow performance ofthe motorimpallebattery pack wth elation to

> > fiter until we have production parts available, the risk remains that
>the

> > initial production units will not perform as intended. The option of

> > reducing the carbon content ofthe fers (if necessary) is a good

one,

> > but there must be a point when we will be sacrificing firation

2 3 perfomance for ar flow. |just want to make sure that we are all on
>the

3 2 Same page. We wil approach the project wih the expectation that TTP
> has

> = property designed the item to perform property. However, we donot
‘war

>> Cyrk to be held accountable if there are performance issues when the
>> production ters are matched withthe producton astays for the

> frst

>>tme.

>> if we had additonal working prototypes of the ashtrays and production
35 pebpocet he aso ef, hs woul be beneal rie

> > Understanding at this time is that the performance of the current

ea
Sn mera mt wate mee et
SS Nower ar fow rates than expected. This indicates that we may have

> Also, te issue of payment forthe MIF toolingiiters remains,

> unresoived.

3 As menioned, he PO that PM USAs issuing to Cyrk does not cover

25 gostofthe iter ooing. itis my understanding that PM USA expects
>>the

>> costs of the fie tooling to be covered by PM Europe. | know that

you

a0

> > not want to have PM Europe issuing orders to MIF. How should we handle
>> this? Wil PM Europe be issuing 2 Separate PO to Cyrk for he MIF

33 porton

35 bfthe tooling?

3. Final, i have the eter of ivtaton faxed det to you
a

>3HK. Do you have a home fax number?

V9LZ6610802",original message chris rowen cyrk com smtp chris rowen cyrk com ss est isucube sooosea earkeent ritter mitchel anthony rossi eyrk com co charles novotny cyrk com subject fw ashtray filter thanks kegping updated understand thatthe unresolved issues regarding filter surrounding carbon content agree impact onthe toling conoem invoves performance final product since way gauging alr flow performance ofthe motorimpallebattery pack wth elation fiter production parts available risk remains initial production units perform intended option reducing carbon content ofthe fers necessary good one must point sacrificing firation perfomance ar flow want make sure page wil approach project wih expectation ttp property designed item perform property however donot war cyrk held accountable performance issues production ters matched withthe producton astays frst tme additonal working prototypes ashtrays production pebpocet aso ef hs woul beneal rie understanding time performance current ea sn mera mt wate mee et ss nower ar fow rates expected indicates may also te issue payment forthe mif toolingiiters remains unresoived menioned po pm usas issuing cyrk cover gostofthe iter ooing itis understanding pm usa expects costs fie tooling covered pm europe know want pm europe issuing orders mif handle wil pm europe issuing separate po cyrk mif porton bfthe tooling final eter ivtaton faxed det hk home fax number vlz,email
D:\OCR\docs-sm\email\2080436359b_6360.jpg,email,"Wengert, Michelle A.
‘Thursday, February 10, 2000 12:31 PM
Huray, Kim P.

Gravenese, Donna T.

PPZ Wristbands

Hi Kim - | received further information on the glow in the dark band. There are 3 separate patents we will need to
‘obtain from the vendor for legal approval. As this will take additional ime we may have to go with the original band in
the beginning, 11 inform legal thal approval on both is necessary.

‘The new price Is $.195/ea. (set ups included).

‘Sequential numbering may not be available on this band. | have a call nto the vendor on this and wil let you know as

1

g6SE9Er0807",wengert michelle thursday february pm huray kim p gravenese donna ppz wristbands hi kim received information glow dark band separate patents need obtain vendor legal approval take additional ime may go original band beginning inform legal thal approval necessary new price ea set ups included sequential numbering may available band call nto vendor wil let know gseer,email
D:\OCR\docs-sm\email\2080787169.jpg,email,"2080787169

Chu, Jimmy

Friday, December 03, 1999 3:45 PM
To: Velez, lleana
Subject: Cambridge 2000 Catalog
Importance: High

Based on the note that | took during the meeting with Sarosh and Bobby this morning, please
prepare a timeline for the project as soon as possible (before 12/7/99?) and forward it to all
concemed parties. Thanks.

Rads/Jimmy",chu jimmy friday december pm velez lleana subject cambridge catalog importance high based note took meeting sarosh bobby morning please prepare timeline project soon possible forward concemed parties thanks rads jimmy,email
D:\OCR\docs-sm\email\2080843299.jpg,email,"208,
0843299
iputo, Christin

Hardin, Chris

Wednesday, June 21, 2000 9:01 AM
Caputo, Christine

Ce: Bellamy, Ernie M.

‘Subject: FW: CRB FYI- Leland Dabbs- 1168353

‘This consumer stated that he had bypass surgery because of cigarette smoking and wanted to let us know before he
‘contacted an attorney. | assume this is a complaint you would log into your database and forward to Shook. Emio may
have already sent it to you, but I'm forwarding it in case he hasnt.",iputo christin hardin chris wednesday june caputo christine ce bellamy ernie subject fw crb fyi leland dabbs consumer stated bypass surgery cigarette smoking wanted let us know contacted attorney assume complaint would log database forward shook emio may already sent forwarding case hasnt,email
